101	3682
102	69
102	2846
104	2593
104	7267
104	10222
105	7115
105	8186
106	2856
106	3494
106	3925
106	5059
106	7925
106	10636
106	10694
107	1071
107	1219
107	1300
107	2424
107	2660
107	4545
107	6251
107	6615
107	6857
107	8063
107	10423
107	11203
107	12027
108	84
108	829
108	2157
108	2261
108	2265
108	2494
108	3112
108	3211
108	3300
108	3891
108	5342
108	7683
108	8379
108	8738
108	8873
108	9131
108	9590
108	10498
108	11462
109	239
109	304
109	575
109	1481
109	1512
109	2164
109	2995
109	5074
109	5181
109	6212
109	6671
109	6904
109	7472
109	7686
109	7778
109	8779
109	9157
109	9752
109	10180
109	12081
110	138
110	1325
110	1364
110	2393
110	3130
110	3176
110	4112
110	4168
110	5635
110	7102
110	7524
110	7576
110	8665
110	9263
110	9976
110	11316
110	12113
111	543
111	868
111	1536
111	1824
111	2413
111	3255
111	3323
111	3400
111	3630
111	3765
111	3910
111	4178
111	4466
111	5382
111	5629
111	6182
111	6275
111	7376
111	7877
111	7888
111	7967
111	8338
111	9763
111	10093
111	10634
111	10741
111	11087
111	11657
112	297
112	1339
112	1470
112	1594
112	1922
112	2084
112	2131
112	2282
112	2685
112	2904
112	3152
112	3608
112	3639
112	3797
112	4191
112	4207
112	4526
112	4536
112	4578
112	5311
112	5335
112	5422
112	5935
112	5954
112	5958
112	5962
112	5967
112	6488
112	6637
112	6760
112	7124
112	8693
112	8801
112	9840
112	10050
112	10100
112	10513
112	10837
112	10840
112	11553
112	11616
112	11774
112	12174
112	12196
113	249
113	359
113	459
113	496
113	1107
113	1186
113	1478
113	1992
113	2546
113	3161
113	3483
113	4278
113	4459
113	4579
113	4748
113	5091
113	5302
113	6354
113	6369
113	6704
113	6740
113	7878
113	7992
113	8074
113	8398
113	9187
113	9478
113	9768
113	9974
113	10026
113	10112
113	10212
113	10379
113	10388
113	10394
113	11623
113	11675
113	12405
114	171
114	815
114	926
114	1020
114	1421
114	1495
114	1867
114	1913
114	2354
114	2520
114	2992
114	3243
114	3646
114	3770
114	3895
114	3928
114	4004
114	4039
114	4609
114	4791
114	4814
114	5063
114	5737
114	5961
114	6079
114	6270
114	6408
114	6507
114	7578
114	7591
114	7605
114	7728
114	7771
114	8047
114	8543
114	8627
114	8757
114	9024
114	9058
114	9586
114	10470
114	10604
114	10698
114	11207
114	11487
114	11687
114	11788
114	12022
114	12123
115	315
115	441
115	492
115	764
115	841
115	919
115	1626
115	1868
115	2049
115	2212
115	2250
115	2391
115	2477
115	2575
115	3097
115	3245
115	3309
115	3552
115	3793
115	3874
115	4010
115	4175
115	4185
115	4300
115	4306
115	4326
115	4327
115	4759
115	5076
115	5296
115	5336
115	5578
115	5651
115	6124
115	6332
115	6631
115	6808
115	6992
115	7213
115	7467
115	7532
115	7927
115	7970
115	7988
115	8137
115	8376
115	8878
115	9023
115	9307
115	9351
115	9459
115	9659
115	9695
115	9808
115	9924
115	10200
115	10358
115	10700
115	10954
115	11032
115	11086
115	11088
115	11224
115	11251
115	11714
115	11750
115	11802
115	11809
115	11886
115	11970
115	12354
116	148
116	386
116	526
116	588
116	913
116	1257
116	1484
116	2226
116	2323
116	2392
116	2664
116	2819
116	2840
116	3093
116	3298
116	3703
116	3748
116	4038
116	4111
116	4117
116	4162
116	4317
116	4363
116	4424
116	4565
116	4739
116	5040
116	5073
116	5093
116	5607
116	5640
116	5650
116	6114
116	6666
116	6906
116	7081
116	7381
116	7563
116	7946
116	7972
116	8177
116	8353
116	8534
116	8601
116	8671
116	8716
116	8837
116	9107
116	9171
116	9240
116	9399
116	9503
116	9664
116	9799
116	9806
116	9812
116	10081
116	10669
116	11248
116	11305
116	11405
116	11539
116	11577
116	11599
116	12246
116	12307
116	12379
117	25
117	74
117	94
117	120
117	259
117	280
117	284
117	285
117	336
117	692
117	927
117	961
117	1012
117	1367
117	1645
117	1686
117	1794
117	2016
117	2104
117	2199
117	2252
117	2273
117	2457
117	2623
117	2760
117	2837
117	2841
117	3081
117	3139
117	3227
117	3334
117	3624
117	3652
117	3660
117	3679
117	3721
117	3756
117	3778
117	3806
117	3876
117	3918
117	3948
117	4196
117	4221
117	4282
117	4420
117	4503
117	4567
117	4669
117	4753
117	4826
117	4827
117	4962
117	5011
117	5038
117	5085
117	5153
117	5326
117	5468
117	5550
117	5555
117	5722
117	6570
117	6606
117	6764
117	7014
117	7038
117	7188
117	7191
117	7740
117	7768
117	7785
117	7787
117	7898
117	8170
117	8210
117	8291
117	8314
117	8428
117	8451
117	8505
117	8511
117	8567
117	8934
117	9104
117	9258
117	9443
117	9456
117	9567
117	9669
117	9696
117	10007
117	10085
117	10110
117	10183
117	10409
117	10415
117	10445
117	10526
117	10574
117	10596
117	10653
117	10724
117	10832
117	10904
117	10910
117	10975
117	11044
117	11660
117	11727
117	11815
117	11902
117	11952
117	12148
117	12360
117	12371
118	217
118	299
118	390
118	409
118	494
118	620
118	741
118	810
118	967
118	1155
118	1254
118	1267
118	1452
118	1541
118	1834
118	1905
118	1936
118	2044
118	2144
118	2731
118	2732
118	2768
118	2826
118	2844
118	2880
118	2946
118	3136
118	3184
118	3240
118	3383
118	3586
118	3717
118	3849
118	3888
118	3993
118	4214
118	4269
118	4273
118	4446
118	4573
118	4635
